3 River Wireless,sms.3rivers.net,US,false,false,xxxxxxxxxx@sms.3rivers.net
Accessyou,messaging.accessyou.com,HK,false,false,xxxxxxxxxx@messaging.accessyou.com
Advantage Communications,advantagepaging.com,US,false,false,xxxxxxxxxx@advantagepaging.com
Airtouch Pagers,airtouch.net,US,false,false,xxxxxxxxxx@airtouch.net
AirVoice,mmode.com,US,false,false,xxxxxxxxxx@mmode.com
AllTel,message.alltel.com,US,true,false,xxxxxxxxxx@message.alltel.com
Alltel PCS,message.alltel.com,US,false,false,xxxxxxxxxx@message.alltel.com
Altiria,altiria.com,ES,true,false,xxxxxxxxxx@altiria.com
Ameritech Paging,pageapi.com,US,false,false,xxxxxxxxxx@pageapi.com
Api4SMS,members.api4sms.net,AT,false,false,xxxxxxxxxx@members.api4sms.net
aql,text.aql.com,GB,true,false,xxxxxxxxxx@text.aql.com
Arch Pagers (PageNet),archwireless.net,US,false,false,xxxxxxxxxx@archwireless.net
AT&T,txt.att.net,US,true,false,xxxxxxxxxx@txt.att.net
AU by KDDI,ezweb.ne.jp,JP,false,false,xxxxxxxxxx@ezweb.ne.jp
BeeLine GSM,sms.beemail.ru,RU,false,false,xxxxxxxxxx@sms.beemail.ru
Bell Mobility,txt.bell.ca,CA,true,false,xxxxxxxxxx@txt.bell.ca
Bell Mobility 1,txt.bellmobility.ca,US,false,false,xxxxxxxxxx@txt.bellmobility.ca
Bell South,blsdcs.net,US,false,false,xxxxxxxxxx@blsdcs.net
Bell South 1,sms.bellsouth.com,US,false,false,xxxxxxxxxx@sms.bellsouth.com
Bell South 2,wireless.bellsouth.com,US,false,false,xxxxxxxxxx@wireless.bellsouth.com
Bell South 3,bellsouth.cl,CL,false,false,xxxxxxxxxx@bellsouth.cl
Bell South (Blackberry),bellsouthtips.com,US,false,false,xxxxxxxxxx@bellsouthtips.com
Bell South Mobility,blsdcs.net,US,false,false,xxxxxxxxxx@blsdcs.net
BigRedGiant Mobile Solutions,tachyonsms.co.uk,GB,true,false,xxxxxxxxxx@tachyonsms.co.uk
Bluegrass Cellular,sms.bluecell.com,US,false,false,xxxxxxxxxx@sms.bluecell.com
Boost,myboostmobile.com,US,false,false,xxxxxxxxxx@myboostmobile.com
Boost Mobile,myboostmobile.com,US,true,false,xxxxxxxxxx@myboostmobile.com
Bouygues Télécom,mms.bouyguestelecom.fr,FR,true,false,xxxxxxxxxx@mms.bouyguestelecom.fr
BPL mobile,bplmobile.com,IN,false,false,xxxxxxxxxx@bplmobile.com
Cable and Wireless,cwmovil.com,PA,false,false,xxxxxxxxxx@cwmovil.com
CallPlus,mmode.com,US,false,false,xxxxxxxxxx@mmode.com
Celcom,sms.celcom.com.my,MY,false,false,19xxxxxxxxxx@sms.celcom.com.my
Cellis / LibanCell,ens.jinny.com.lb,LB,false,false,9613xxxxxxxxxx@ens.jinny.com.lb
Cellular One,message.cellone-sf.com,US,false,false,xxxxxxxxxx@message.cellone-sf.com
Cellular One 1,mobile.celloneusa.com,US,false,false,xxxxxxxxxx@mobile.celloneusa.com
Cellular One 2,sbcemail.com,US,false,false,xxxxxxxxxx@sbcemail.com
Cellular One East Coast,phone.cellone.net,US,false,false,xxxxxxxxxx@phone.cellone.net
Cellular One PCS,paging.cellone-sf.com,US,false,false,xxxxxxxxxx@paging.cellone-sf.com
Cellular One South West,swmsg.com,US,false,false,xxxxxxxxxx@swmsg.com
Cellular One West,mycellone.com,US,false,false,xxxxxxxxxx@mycellone.com
Cellular South,csouth1.com,US,false,false,xxxxxxxxxx@csouth1.com
CenturyTel,messaging.centurytel.net,US,false,false,xxxxxxxxxx@messaging.centurytel.net
Chennai RPG Cellular,rpgmail.net,IN,false,false,xxxxxxxxxx@rpgmail.net
